,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,shoot-EOD-Arabidopsis-1-451-3-S,shoot-EOD-Arabidopsis-2-452-3-S,shoot-EOD-Arabidopsis-3-453-3-S,shoot-EOD-Arabidopsis-4-454-3-S,shoot-EOD-Arabidopsis-5-455-3-S,shoot-EOD-Arabidopsis-6-456-3-S,shoot-EOD-Brachy-1-433-3-S,shoot-EOD-Brachy-2-434-3-S,shoot-EOD-Brachy-3-436-3-S,shoot-EOD-Brachy-4-437-3-S,shoot-EOD-Brachy-5-438-3-S,shoot-EOD-Brachy-6-439-3-S,shoot-EOD-Medicago-1-442-3a-S,shoot-EOD-Medicago-2-442-3b-S,shoot-EOD-Medicago-3-444-3a-S,shoot-EOD-Medicago-4-449-3a-S,shoot-EOD-Medicago-5-449-3b-S,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R,shoot-EON-Arabidopsis-1-451-4-S,shoot-EON-Arabidopsis-2-452-4-S,shoot-EON-Arabidopsis-3-453-4-S,shoot-EON-Arabidopsis-4-454-4-S,shoot-EON-Arabidopsis-5-455-4-S,shoot-EON-Arabidopsis-6-456-4-S,shoot-EON-Brachy-1-433-4-S,shoot-EON-Brachy-2-434-4-S,shoot-EON-Brachy-3-436-4-S,shoot-EON-Brachy-5-438-4-S,shoot-EON-Brachy-6-439-4-S,shoot-EON-Medicago-1-442-4c-S,shoot-EON-Medicago-2-444-4b-S,shoot-EON-Medicago-3-444-4c-S,shoot-EON-Medicago-4-449-4c-S
ornithine,0.000137927782304683,0.00010028635168927,0.000132064987467663,7.2902467056425e-05,7.82051158122432e-05,0.00016338430842737,3.00782088720686e-05,2.061594535598e-05,2.46051088360788e-05,3.21241165377097e-05,1.72047705390437e-05,2.37667951739982e-05,9.29394436882213e-05,7.99703571311815e-05,9.41017488752876e-05,6.10813007708915e-05,0.000144921008326449,6.44303803517825e-05,9.52503026973128e-05,6.77568815171968e-05,8.37821120274217e-05,8.30726729678914e-05,0.000270505817677395,0.000561113192817162,0.000768164309578629,0.000390844278394079,0.00061753745249023,0.000302115646610986,0.000500847437828932,0.000308040189819152,7.83818325971193e-05,0.000219256302918129,0.000210694424151919,0.000244448046184789,0.000172313053410416,9.63300380436298e-05,8.2356085653195e-05,0.000141676494035054,0.000158252571059577,4.83693875344175e-05,2.75160781148946e-05,3.22672433184508e-05,0.000110967427862208,1.9933255219484e-05,1.8612235755107e-05,2.80837155121973e-05,8.84834605942639e-05,8.23065412611469e-05,3.94737839402744e-05,6.88087275998275e-05,4.92344399236221e-05,5.13456893438341e-05,3.28844902179659e-05,2.39419051848384e-05,7.89730715154094e-05,0.000181382791980849,0.000736625771136215,0.00079735663145291,0.000582671429622637,0.000564372786000566,0.000442573948624458,0.00021524714301571,0.000278621825812698,0.000337431356233159,0.000135026146493076
orotic acid,0.000648925442359945,0.00137731943429641,0.000586771081155257,0.00174929139426752,0.001615397539486,0.000607662331683841,9.56498492353017e-05,0.000236955832491106,0.000173822018202582,0.000120289025972523,4.10015767996545e-05,0.000154155142688831,7.72847716144119e-05,9.62311187474655e-05,0.000114983071944401,9.71756973977419e-05,9.43389272143891e-05,0.000245931516203819,0.000201693445955076,0.000126327115501525,0.000258528221446027,0.000291209466129443,8.95014849229797e-05,0.000518608844165194,0.000615615382796778,0.00053802282609275,0.000365541680170465,0.000299521417753415,0.000309357938633777,0.000120844282851542,0.00013463927324133,0.00017814861703839,0.000172413112218928,0.000206851888677861,0.00088095009363546,0.000503217712960199,0.000504381205165409,0.000942812520061038,0.00054015000167661,0.000535994291725364,0.000101975589882844,0.000210996121567362,0.000662007941627707,0.000302603398683606,0.000103482655491611,0.000169969320668831,0.000131032698417371,0.000210324857720764,4.19931036876247e-05,5.86982150752101e-05,5.23250541050011e-05,6.51956034654145e-05,0.00020556575058369,0.000181627553688452,5.91905281709251e-05,5.63791633405427e-05,0.000350784619822936,0.000492996453572614,0.000578231498598413,0.000437577771539199,0.000445905129520467,0.00022865356114213,0.000166249855502293,0.000143818952950858,0.00012509527427388
putrescine,0.000552506760626213,0.000183623068401501,0.000307968469669821,0.000321069606789101,0.000303290733981191,0.000196618151560454,0.000363415460917,0.000229182543175854,0.000151018724479315,0.000465104455848396,0.000260319958938525,0.00018549015895289,2.90447901274615e-05,2.75542027402383e-05,5.65180608681318e-05,5.38079501833508e-05,5.51682957760222e-05,0.000113645165408156,0.000267148621425306,8.52828049439762e-05,0.000341620561329626,0.000186047768110619,0.000399661004540819,0.00108315907402474,0.000811158741463467,0.00085376862070117,0.00139397946372622,0.000317279061724146,0.000882921356435219,9.46212458882729e-05,4.39860004642892e-05,6.54987671942226e-05,5.13657340604947e-05,8.88079052771197e-05,0.000735487368925093,0.00025482110707564,0.000323549229227747,0.000390807460573897,0.000422711566563203,0.00023295843487702,0.000394258515963978,0.000181384622042133,0.000548937846844234,0.000310530890925725,0.000138299486687571,0.000389407884104552,0.000105128363698783,0.00022593259402607,3.73735844063068e-06,7.4121685932489e-05,0.000112432368185301,0.00026700970109965,0.000154774110060618,0.000261998516253761,0.000296515569635246,0.000556887457072299,0.00134705193870832,0.000717856925959424,0.00077772872265599,0.000551513535551572,0.00144044776657834,8.9025137137366e-05,7.75159684452673e-05,9.28853935128672e-05,7.7604476516856e-05
pyridoxamine,0.000552506760626213,0.000183623068401501,0.000307968469669821,0.000321069606789101,0.000303290733981191,0.000196618151560454,0.000363415460917,0.000229182543175854,0.000151018724479315,0.000465104455848396,0.000260319958938525,0.00018549015895289,2.90447901274615e-05,2.75542027402383e-05,5.65180608681318e-05,5.38079501833508e-05,5.51682957760222e-05,0.000113645165408156,0.000267148621425306,8.52828049439762e-05,0.000341620561329626,0.000186047768110619,0.000399661004540819,0.00108315907402474,0.000811158741463467,0.00085376862070117,0.00139397946372622,0.000317279061724146,0.000882921356435219,9.46212458882729e-05,4.39860004642892e-05,6.54987671942226e-05,5.13657340604947e-05,8.88079052771197e-05,0.000735487368925093,0.00025482110707564,0.000323549229227747,0.000390807460573897,0.000422711566563203,0.00023295843487702,0.000394258515963978,0.000181384622042133,0.000548937846844234,0.000310530890925725,0.000138299486687571,0.000389407884104552,0.000105128363698783,0.00022593259402607,3.73735844063068e-06,7.4121685932489e-05,0.000112432368185301,0.00026700970109965,0.000154774110060618,0.000261998516253761,0.000296515569635246,0.000556887457072299,0.00134705193870832,0.000717856925959424,0.00077772872265599,0.000551513535551572,0.00144044776657834,8.9025137137366e-05,7.75159684452673e-05,9.28853935128672e-05,7.7604476516856e-05
pyruvic acid,0.00126368087293798,0.000248966352788624,0.000505299690162256,0.000351393475220576,0.000342979876813451,0.000244087857012386,0.00019896784171869,0.000147095784977785,8.64932750401551e-05,0.000246453770517891,0.000219811824977782,0.000152994154503614,0.000300395925261126,0.000237378917487187,0.000365033968735003,0.000270200512185889,0.000553133068493707,0.000237333884754654,0.000363808469704044,0.000174436015059669,0.000279448487068503,0.000207103029547744,0.00128505023764292,0.000315118284416582,0.000263417527159181,0.000306855351037479,0.000525910479168954,0.000189143838896341,0.000394660593544517,5.83740406891912e-05,1.51139236712951e-05,9.59605387533362e-05,2.42218503540757e-05,0.000108938467646931,0.0013260663161677,0.000654484233178595,0.000666199727575465,0.00083198748611321,0.0011503215966316,0.000116617534473446,0.000179531369442238,0.00010660517823516,0.000863854160823565,0.000113114504269862,0.000101061276824963,0.00015527167710227,0.000329994529946307,0.000921840085510726,0.000121283127566038,0.000562852843225443,0.000121550150001308,0.000300641260509858,0.00011555492957988,6.39721893720093e-05,0.000290670239529357,0.000752798629061954,0.000357886793044266,0.000200770494427788,0.000188498954625192,0.000179468357525871,0.000291373270409078,7.6657964618848e-05,6.16548913069114e-05,8.9426960690621e-05,3.79684798958537e-05
riboflavin,0.00126368087293798,0.000248966352788624,0.000505299690162256,0.000351393475220576,0.000342979876813451,0.000244087857012386,0.00019896784171869,0.000147095784977785,8.64932750401551e-05,0.000246453770517891,0.000219811824977782,0.000152994154503614,0.000300395925261126,0.000237378917487187,0.000365033968735003,0.000270200512185889,0.000553133068493707,0.000237333884754654,0.000363808469704044,0.000174436015059669,0.000279448487068503,0.000207103029547744,0.00128505023764292,0.000315118284416582,0.000263417527159181,0.000306855351037479,0.000525910479168954,0.000189143838896341,0.000394660593544517,5.83740406891912e-05,1.51139236712951e-05,9.59605387533362e-05,2.42218503540757e-05,0.000108938467646931,0.0013260663161677,0.000654484233178595,0.000666199727575465,0.00083198748611321,0.0011503215966316,0.000116617534473446,0.000179531369442238,0.00010660517823516,0.000863854160823565,0.000113114504269862,0.000101061276824963,0.00015527167710227,0.000329994529946307,0.000921840085510726,0.000121283127566038,0.000562852843225443,0.000121550150001308,0.000300641260509858,0.00011555492957988,6.39721893720093e-05,0.000290670239529357,0.000752798629061954,0.000357886793044266,0.000200770494427788,0.000188498954625192,0.000179468357525871,0.000291373270409078,7.6657964618848e-05,6.16548913069114e-05,8.9426960690621e-05,3.79684798958537e-05
S-(5-adenosyl)-homocysteine,3.9041642103393e-06,5.05834075807232e-06,2.94785297256643e-07,6.89293995540601e-06,3.93347883792801e-06,3.47600295089709e-06,6.19820521430501e-06,2.90953707010044e-06,3.18306203683193e-06,7.70229529557798e-06,1.42197284996082e-06,2.01282797241893e-06,5.78481387058707e-06,1.38246702517342e-05,2.42673229250163e-06,6.38369362955926e-06,7.10578529499489e-06,2.44921345662713e-05,8.60763759513956e-05,8.24103108559049e-05,5.03081904684868e-05,4.5702102282745e-05,5.35435442574785e-05,2.92875355673027e-05,0.00012991250302107,1.52663977110737e-05,8.41422998848226e-05,4.33917984921874e-05,0.000103162810696498,2.69943761481298e-05,1.48138145870544e-05,1.25306538613246e-05,1.87468814434692e-05,1.32426926267151e-05,3.61215650264157e-06,3.60300153300087e-06,2.64368825902616e-06,5.59608158275239e-06,2.1633781326716e-06,3.89816851742534e-06,5.93062842168155e-06,7.09758362422014e-06,2.06632853079668e-06,3.72085663743297e-06,2.96683917082829e-06,7.44231324247294e-06,5.28352807438578e-06,3.78789006412522e-06,4.01725391239583e-06,7.49444995684444e-06,0.000109587072890648,8.50821026390759e-05,3.5795372155642e-05,3.69027296719435e-05,2.70263237909266e-05,3.36846421972728e-05,4.50753836794197e-05,5.81510645860777e-05,2.21482405511744e-05,4.3685523618174e-05,3.42950031664003e-05,2.2624629821732e-05,3.24208381859428e-05,1.34458555785931e-05,3.98738379460986e-05
S-(5-adenosyl)-methionine,0.000239542169611106,0.00241964299416817,0.000450519362286147,0.00285621854144579,0.00207001504456127,0.000645056941288175,0.00159073969504897,0.00196310455772766,0.00202086188580667,0.00243538933236513,0.00105975148192849,0.00180259316924573,0.0048820406443573,0.00883531828872661,0.00385560640161778,0.00701038283769888,0.00351161553305092,0.0301228312714595,0.052643606295485,0.0155450812945186,0.0697918050457577,0.0603151478602885,0.0353166042022874,0.00542002928871359,0.00563229940771703,0.00545769802529621,0.00779408006812581,0.00718448001780061,0.0071937525984828,0.0125203088913559,0.0138426859112374,0.0130057934136752,0.0193471017485709,0.0129400133377542,0.000810088221099357,0.000797070667026351,0.000705740158007358,0.00241655377574579,0.000385877165472232,0.0025850570242738,0.00192860888065262,0.00269676528745497,0.00108675756047002,0.00301178985545917,0.00140937365224713,0.00276711479045258,0.0049911984563167,0.00404243235235352,0.00104119911148588,0.00418132152690657,0.0130389464777209,0.0387629713837875,0.0312583588165165,0.0337818817100688,0.0169347290729493,0.020076413979545,0.00657669905478473,0.00671495149848536,0.00523277227222848,0.00733899118113294,0.00635240509732451,0.0135086356487058,0.0259988486648019,0.0054162633153243,0.00905390194667022
shikimic acid and or isomers,2.35643028721858e-06,2.30969815311316e-05,1.99868068216458e-06,4.24857412847051e-05,1.5195963009466e-05,6.73819102346639e-06,4.26974367055555e-05,4.8891480996147e-05,5.22989282493846e-05,7.04888998424234e-05,6.56132231731804e-05,5.55726296920373e-05,0.000139134379856988,0.000165131950339347,4.10742601346619e-05,6.33387559593379e-05,3.92895352326085e-05,0.000728272673561281,0.0206477631341919,0.000337795902056689,0.0108715027568102,0.014585747625109,0.00105457937267534,0.000279864707846152,0.000322967901188145,0.000159667593548253,0.000434883339591196,0.000413268022194392,0.000383630622666455,0.000195484624963292,0.000144845191873709,0.000167913822393549,0.000347737868291266,0.000128974792769188,2.10669239737708e-05,1.65221449771164e-05,8.65463549124031e-06,5.84895399324184e-05,4.90884962947477e-06,5.61321630953139e-05,5.62666345614499e-05,7.34247309778999e-05,2.07328415561126e-05,7.64936308219362e-05,8.18371948706181e-05,8.4931153586516e-05,4.38057385487868e-05,6.01199668837939e-05,9.67733390697275e-06,8.6564389853578e-05,0.000256829999538057,0.00252295469028133,0.00326560435697772,0.00241458845159418,0.000455412330146175,0.000977449057303134,0.000382074874945813,0.000243554729303379,0.000122774819724017,0.000348339048791319,0.000201223119158837,0.000119786718588199,0.000270321285047029,5.35461880157394e-05,0.000139754972831611
sphinganine,8.31719139054288e-05,2.61618636014665e-05,1.51205757351117e-05,7.32232448883529e-05,2.40160856839165e-05,4.01118869032467e-05,0.000235028542855216,0.000562258063100027,0.000619426454597196,0.000244032081386174,0.00014846222929501,0.000704028699919548,9.00004972833092e-06,7.95500209412512e-06,4.20891331530186e-06,7.74090421362127e-06,6.23044785547544e-06,7.24720384384512e-06,9.34733014454377e-06,1.16315161232925e-05,2.06992554206371e-05,1.17557790263466e-05,1.8931989940387e-05,3.60637833237762e-05,2.62147679911691e-05,2.17707874964279e-05,1.94741069079457e-05,1.9165622270737e-05,2.35509535364223e-05,2.61166402628208e-05,1.34355539947872e-05,1.14399219595158e-05,2.93335387888933e-05,2.10362144691543e-05,1.64830648948379e-05,3.25073750597573e-05,3.81162723021777e-05,3.6279545641442e-05,5.00998821695272e-05,0.00147117323822359,0.000260905897364831,0.000771569882432645,0.000108872609070438,0.000314829099722298,0.000353237859131284,0.000274581297949183,7.5109939549304e-06,1.46046476160836e-05,5.59577685142565e-06,6.86221542010994e-06,2.73539540310769e-05,2.72127335493324e-05,9.84574376382211e-06,2.05806631711591e-05,1.17110465449617e-05,2.554082613066e-05,2.67417944538102e-05,3.46655879074528e-05,2.20684236446197e-05,3.38501967054016e-05,2.16450547324834e-05,2.01102272984276e-05,2.72158730223319e-05,2.16578971220417e-05,2.98385761661815e-05
syringic acid,0.00101695314731042,0.000893001124661187,0.000906161886036263,0.000976451236395562,0.000405517526091839,0.00189647148568484,0.000537967146119838,0.000761334350115711,0.00147921000480034,0.00087766720765432,0.000484895392997844,0.000321366232108011,0.00167675889039307,0.000940570580983152,0.0017733882015672,0.00169174671656143,0.00234779882536819,0.000171254256480252,0.000283485162202829,0.00150700803734303,0.000263852213641653,0.00013458179385463,8.16191786548777e-05,0.00212396073037312,0.00352976672196258,0.00213558913575331,0.00313377884319076,0.00305371040417374,0.00298773899718021,0.0038336650327806,0.00263459923671464,0.00316035305526753,0.00275674019865442,0.00278974174243068,0.000531888299236779,0.000591989879691489,0.000648292592257089,0.000974783615467145,0.000683155056993675,0.000800361585100819,0.000550200229188529,0.00095302959716285,0.000513164366541146,0.000359761023301309,0.000757730536745045,0.00101490888275106,0.00113276853987335,0.00212374621589752,0.000882220510021674,0.00275813150514906,0.00204512718107041,0.00108107129105527,0.000635197995248365,0.000427721868986446,0.000343556049264428,0.000420975581454045,0.00429186854356646,0.00528194288774987,0.00427891878138294,0.00332093327863369,0.00267925660553998,0.003185308622882,0.00318436686002539,0.00393128555359134,0.00588078485038022
trisaccharide (ex. raffinose),0.00120990415863207,0.000713327244097455,0.00125620007432769,0.000688054511320331,0.00045699858187848,0.00131986067937306,0.00602791998028637,0.000881480620451202,0.00655311045939697,0.00329074816200401,0.00411030481999152,0.00463335450212638,0.0012364885088797,0.00171525154730842,0.00169351240525462,0.00145329573077142,0.000963995132328011,0.000472182272679554,0.00133317107766525,0.0016204474460533,0.00135135573470776,0.000392515884524777,0.00136486451186886,0.00581447282212253,0.0216423743969954,0.00693209354156451,0.0105291869257571,0.00997095605977496,0.00967072598468617,0.000541736583648799,0.00025714813852472,0.000333224856225824,0.000526989236634943,0.000184324989458548,0.00145613711464442,0.00121745987395862,0.00121256648290979,0.0013006204030361,0.00207411152464901,0.00602025092747926,0.00372967867084297,0.000870818642445919,0.00266932178903947,0.00251834917118589,0.000943373857326713,0.00531786132178091,0.00121091735016394,0.00351686534101292,0.00172206691683431,0.00270345923201039,0.002800975435808,0.00198347924909206,0.000784949880408058,0.00072610838207455,0.000744943932076127,0.00125231340674428,0.0135525062669498,0.0126174616047561,0.00970272506115734,0.00857155162371265,0.00271567463444487,0.000299052541132277,0.000397358760601995,0.000281889173655311,0.000172881708968659
tryptamine,0,3.95786916050163e-06,0,0,0,3.76862714110761e-06,0,0,0,0,0,2.84875430603285e-07,3.88098452932844e-05,2.74357363102096e-05,6.85996466245743e-06,7.32663662997485e-06,1.82279106754844e-05,6.17479855702286e-06,0,6.00834948710324e-06,0,0,0,6.26126550954791e-05,2.44759646625676e-05,0.000218218954780664,2.1193181465323e-05,7.26879861446419e-05,1.75464866948292e-05,1.78527814872738e-05,3.57588448352771e-05,6.26682890849332e-06,1.81101384652168e-05,3.31680998440868e-05,0,8.92479851075226e-06,5.50694383721284e-06,0,0,4.58520486958849e-06,4.74829936474005e-06,2.35758385246676e-06,0,6.49569899017309e-06,1.44892412433307e-06,0,9.46726524457487e-06,2.56948951132523e-07,2.92860632045018e-05,2.87376755150002e-06,0,0,3.70969008261738e-06,0,0,0,3.08354604586338e-05,4.27298326199858e-05,0.000293300560309472,0.000109031784962102,6.3344227023968e-05,6.76720211981018e-05,0.000158568869768248,1.79979510257029e-05,1.0880828567414e-05
tryptophan,0.000176658764165264,0.000391325560074649,0.000301476690761476,0.000122014995388381,0.000144145265242064,0.000564955984681101,0,0,1.77491042418328e-05,1.40183238165166e-05,1.57948664519371e-05,1.37149732770869e-05,6.9687007258158e-05,4.69467011349805e-05,0.000130591906625553,0.000108855183508193,6.20080755135641e-05,0.000132574140016905,0.00013336290040029,6.56274649723007e-05,9.16678483827727e-05,6.28003292031744e-05,0.000142347425141402,9.58153670632123e-05,0.000100865201718649,2.18755981200344e-05,7.75506993635226e-05,6.50777296301949e-05,8.57788053468928e-05,0.00043221205372345,0.000173974609626589,0.000166539621671325,0.000345279293181691,0.000162567876675108,0.000114132777136151,0.000246732569966927,7.00191664492812e-05,0.000838863428115622,0.000282816231650177,0.000154708845063545,1.11438981937367e-05,1.25583949820779e-05,0.000240638703640115,1.12132536615682e-05,1.43118814010187e-05,1.68751873172321e-05,6.6266165034221e-05,0.000339080444611151,7.71485979337204e-05,6.47903208599992e-05,0.000122836238014582,6.7811168607271e-05,7.48721863666811e-05,5.34061077210474e-05,8.67361003522433e-05,0.00011716736148801,6.58810467934334e-05,4.73589432732223e-05,1.03355955793219e-05,3.26061369316794e-05,2.4742442140818e-05,0.000119789876919804,9.81369871496341e-05,7.71044705177516e-05,0.00016392026657579
tyramine and or isomers,0.000885441978611535,0.000672037907855906,0.000519464624502966,0.000756671531013883,0.000520755762923335,0.000816505881385688,0.00024571413463288,0.000190689699332373,0.000292194674744858,0.000324304702909066,0.000238917686629778,0.000242882685084966,0.00222855221849196,0.00300080258207769,0.00166823506590651,0.00236042256087415,0.0024313099046491,0.000458427844599136,0.00110183743270822,0.000907238184560175,0.000959379101572867,0.000350645876886711,0.000776301601385291,0.00286276934235443,0.00430206542772925,0.00204879650973203,0.00427389736003596,0.00159106547719073,0.00311524217288814,0.00295990625062449,0.00288405076416266,0.00162941452371521,0.00319504279920792,0.00157245325174622,0.000731840412976031,0.000640852492666183,0.000468114146311547,0.000745927423877336,0.000582288013531444,0.000389227857360051,0.000242003076539303,0.000155711668581742,0.000506941100639746,0.00021852702106569,0.000164902981143906,0.000352213693044834,0.00152651392440698,0.00319162091641457,0.00097692770045775,0.00201644762602023,0.000886357860862116,0.000761219695838439,0.000412513009389278,0.000593587122262878,0.000391712159589722,0.000631596131885274,0.00302760398687849,0.00289952904272943,0.00206883140683008,0.00160126702391395,0.00135685931738544,0.00281401366232152,0.00360759118852401,0.00136746825487851,0.00279177241244453
uric acid and or isomers,0.000117709896744606,4.54800619136395e-05,3.04346245935992e-05,8.25296450918538e-05,3.1357997084529e-05,6.12461232453537e-05,0.0011233062110248,0.000593981619083789,0.000164764993925245,0.000750428759691168,0.000577089767546556,0.000441344176990609,7.24034700444119e-06,0,9.43492774318957e-06,1.15401177142504e-05,1.5560215203002e-05,9.51441782531182e-06,2.27086837484853e-05,0,1.70810292473812e-05,0,2.85090121882449e-05,0.000124538200103222,0.000153488670551537,6.35688888188384e-05,0.000111996877464768,1.65592873203527e-05,0.000123217581366498,0,0,0,0,0,3.35335489057082e-05,4.6453025026888e-05,3.6326434661559e-05,0.000183211779297893,9.84642976827043e-05,0.000348929898580515,0.0005611431789088,0.000463562267377152,0.000786257863286665,0.00035042253232157,0.00010848465967646,0.00067393059431157,0,4.1824567425016e-05,0,0,0,0,0,0,0,0,4.8255449348668e-05,8.44886232582746e-05,7.98622992515647e-05,4.29185230848128e-05,8.44428087281749e-05,0,1.29761564065014e-05,0,1.62258199342341e-05
uridine 5-diphospho-N-acetylhexosamine,4.61666969316086e-05,1.79313765405952e-05,5.20859198797032e-05,2.8035760628249e-05,1.70938712370365e-05,4.2917830465301e-05,0,4.51273535016391e-06,9.05576055077348e-06,0,5.35481114413068e-06,9.2165716981946e-06,2.53954393490826e-05,1.63426365411726e-05,1.87079835551801e-05,1.56984638691267e-05,2.07619699581241e-05,4.17102313795714e-05,7.76984294726912e-06,9.9405141854394e-05,1.3503200181413e-05,8.05612493576705e-06,1.11380131636115e-05,0.000179851554960542,0.000190455103770874,0.000109399070708822,0.000181042738300581,8.85704766822078e-05,0.000163284632719681,1.19708140678604e-05,9.96864981066632e-06,1.8705275319332e-05,4.09241651894449e-05,2.48549535077156e-05,3.92253065554193e-05,1.76809853460428e-05,1.48411728138048e-05,6.46182610750605e-05,2.88477706128586e-05,8.11412287344354e-06,0,6.6257512514315e-06,2.86683353595105e-05,1.28588734929775e-05,6.87038836170697e-06,0,1.51999979177469e-05,2.17307819474621e-05,3.14360685401744e-05,8.06671635355041e-06,0.000104173881863332,1.2163956399353e-05,1.99455277519668e-05,8.33535449163461e-06,5.28003761792115e-05,4.20959774380797e-05,0.000368496673440008,0.000369804817062891,0.000113651743146059,0.000141281793672343,0.000104101186190266,3.91558977350024e-06,5.82754159936061e-05,8.60061339556542e-06,4.64786932372033e-06
uridine 5-diphosphohexose,0.0368281445347633,0.00929885549092819,0.0433660327406375,0.0331877516868872,0.0123140832959313,0.0171971608191903,0.0110173252242659,0.00748143564969868,0.00489887206226184,0.00691641872350601,0.0094931671466699,0.00748214636868334,0.0123995625505015,0.00851036000325037,0.0246992123837403,0.0153301437375895,0.00837745458854124,0.0169613732962071,0.100132713641883,0.122722082490208,0.0792236738362353,0.0273673831943433,0.0605429005942932,0.138655206622663,0.22856242449911,0.104868789798519,0.169293556658405,0.11309758743618,0.161275189273733,0.00391311320124726,0.00205348805231084,0.0052747898974857,0.0106176068832656,0.00490928976390626,0.0956721660980781,0.0325694399190302,0.0524013611288575,0.030428272448488,0.0857796428465157,0.0246448131548418,0.0126389064272102,0.0059641459133063,0.0822185312273847,0.00292396981818242,0.00167497612221151,0.00725034760066729,0.0175839645732991,0.0431517790205573,0.0169243809950518,0.0350353126362649,0.172016254415585,0.178438733760262,0.0807086249891,0.0503755890722334,0.0551107285488166,0.103816240627937,0.194618454092086,0.189343662062698,0.112403124599912,0.137557389803036,0.108562990229631,0.00208178024606421,0.0460050263534669,0.00254466630029549,0.00234178379599337
uridine 5-diphosphoric acid and or isomers,0.00217649085851802,0.00113321641058563,0.000847198337328511,0.00117911865495493,0.00077707438793908,0.00202655528658086,0.000501400595468666,0.000308262945564876,0.0002598731085044,0.000314873772216393,0.000321904107690827,0.00154922179754862,0.000693714174621248,0.00113855102531374,0.000856635396762553,0.00058184020042024,0.00103337904281851,0.00033668939302274,0.000300735749919161,0.00018994677519756,0.00131418585642725,0.00124429463131458,0.000542821985833286,8.80292971453913e-05,5.81666942320703e-05,7.0632183763285e-05,5.1194032418228e-05,6.9001451853215e-05,6.3109494672267e-05,0.000489103459813129,0.0004224740235616,0.000213744052095926,0.000453176757197544,0.000172240566914713,0.00108499550278881,0.000816879076994653,0.00085832021069094,0.000974106081352348,0.000800841957061989,0.000346783527291598,0.000352160154048584,0.000209337117536845,0.000868566690483899,0.000179168380566821,0.00012646805014164,0.00019282266551384,0.000484420740013089,0.00164512567313419,0.000771375424739086,0.0005412456975641,0.00017470355655756,6.95591513065795e-05,8.39223718815086e-05,0.000136979683663027,0.000119478921953382,0.000180709458575174,5.78281946904692e-05,4.72257651972407e-05,6.92614069439653e-05,8.33290114223724e-05,6.32184075059975e-05,0.000252451509973097,0.000631709883107106,0.000624997810697483,0.000914724045490145
uridine-5-monophosphoric acid,0.000464875750140931,0.000113996199279642,0.000196230851607434,0.00028346937628833,0.000110078658323064,0.000179730375489859,0.000367053302895035,0.000200387112790685,0.000211003271467257,0.000284541389725939,0.000260977011881984,0.000202311158771453,5.18222478601855e-05,4.13905209044645e-05,6.15684126097185e-05,5.06690430732071e-05,7.03450978404616e-05,2.96935881362902e-05,4.74666941629097e-05,5.1186724159578e-05,2.12622971458053e-05,2.1658254026341e-05,2.78660127211911e-05,4.70831837348192e-05,2.4415751867797e-05,4.49935103950033e-05,3.25523226998847e-05,4.52895864328558e-05,5.24848764160109e-05,5.98843041099073e-05,7.4560005224513e-05,0.000127979436260052,0.000183261255276136,0.000267654600366871,0.000296629839784423,0.000216537818759855,0.000247546603409208,0.000257662474289418,0.000458832979408157,0.000186893335458537,0.000249205249235806,0.000177596800238426,0.000375052715676289,0.000260947363458418,0.000144770058394032,0.000267216115941006,5.82949817146716e-05,9.0667881817437e-05,8.18344393049488e-05,6.76988315730352e-05,3.52552576417571e-05,2.97401525059426e-05,1.74676611686412e-05,8.41207283187377e-06,2.01006493525659e-05,3.0586831422883e-05,1.39501883938485e-05,2.02158584698973e-05,3.96047665601979e-05,4.06565644316222e-05,4.10280124650657e-05,0.000136781002672283,3.33647198266493e-05,2.12538061167686e-05,7.68011388166378e-05
