"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"3-methyglutaric acid",7.39773920272814e-05,3.57910396212933e-05,2.07447740841575e-05,4.2661216200106e-05,2.58268393731242e-05,3.83065222520413e-05,2.01643491380518e-05,1.6960559521529e-05,1.68562088850946e-05,2.3922156327258e-05,1.84975097034337e-05,1.6542331019453e-05,4.14361230885466e-06,8.02527568222854e-06,2.67442987906621e-06,3.52199212704573e-06,4.65173208875587e-06,3.13396781696976e-05,4.94071312092046e-05,2.73841920832505e-05,2.72800910578354e-05,3.59199300243479e-05,2.15801708582175e-05,2.05054309893492e-05,1.86748994786271e-05,1.94719421214448e-05,2.08151677775589e-05,1.72029666990829e-05,2.27023215285712e-05,5.08309751387329e-06,7.05041580262656e-06,1.52500689106463e-06,8.17484131835565e-06,6.77604618030722e-06,1.44372672336939e-05,6.99304868260611e-06,2.77844278535337e-05,8.62970052929559e-06,2.63652267659971e-05,0.000162040180704476,0.000130308721598831,7.10946618816297e-05,0.00016837967959237,3.99587884210074e-05,0.000139791092405182,1.84743677097809e-05,1.01616602935723e-05,1.153964518343e-05,2.06506805248538e-05,1.07610752403774e-05,1.15114384740606e-05,1.26795903209562e-05,8.32553345506723e-06,1.07362847305835e-05,9.59947576183476e-06,2.89366698768861e-05,0.00015901738229267,0.00020848102064995,8.47841110199272e-05,9.28209621664275e-05,7.46700783163131e-05,1.64780096019601e-05,1.57428792536654e-05,7.61349449812431e-06,1.7378491673031e-05,"3-methyglutaric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-methyl-histidine",7.05616899180661e-05,0.000117228146606558,4.21294366144898e-05,6.03901519730265e-05,6.58399873937667e-05,0.000116057921805286,0.000871584295514432,0.000878641250885992,0.000983828725773317,0.000787673062747354,0.000505482708133159,0.000756521588232673,8.07753039891602e-05,8.50829597408371e-05,6.45413958996592e-05,7.31176439573047e-05,7.26124201883843e-05,1.39706977666558e-05,3.04292548828474e-05,9.08666058959188e-05,2.67598920367616e-05,1.47397053728962e-05,0.00104958264646501,0.0005524354082635,0.0011899524501331,0.00014834892512345,0.000875074368497039,0.000800374301646226,0.00084596992707806,6.35143195739543e-05,6.5125236201347e-05,7.6243732765369e-05,4.46825208028976e-05,9.78206847611437e-06,3.51465473870034e-05,2.48973320097509e-05,3.98688147979027e-05,4.22816432518068e-05,3.84235205703112e-06,0.000148648664910866,0.000182558329488907,0.000375864693527813,7.73085417504873e-05,0.000101854184752229,9.02919615745813e-05,4.24491892229063e-05,5.08975907281288e-05,3.55820629093407e-05,3.75185895632162e-05,6.12118377656653e-05,6.79081063727011e-06,2.2841544055406e-05,3.61015774690059e-05,3.40388664622896e-05,2.57943658052203e-05,1.59407196281195e-05,0.000145032272116835,0.000202509319380306,0.00042476201785814,0.000153927732679375,0.000129342117906761,7.76186472353516e-05,0.000146668263097004,4.6433081628656e-05,3.694801750712e-05,"3-methyl-histidine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-acetamidobutanoic acid",0.000601187601626644,0.000490849184513401,0.00072791336002327,0.000122955126040044,0.000315167197727251,0.000625673518328393,0.00164211456647412,0.00229136953720445,0.00241185720824944,0.00152234457422637,0.00118734914888489,0.00196167223215869,6.30808782336522e-05,7.77794802875755e-05,0.00010118197087404,6.13598644131201e-05,0.000107506823276176,0.000421073843557607,0.000233596059312002,0.000494202501895572,0.000197080287510762,0.000349103295235789,0.00189759051358932,0.00133120363616385,0.00392457741287079,0.000417344576259824,0.00240099406923079,0.00158568714001037,0.00201049470139971,0.000115900415669195,8.49700940508205e-05,0.000148132196280588,3.76754775448164e-05,0.00147354718450939,0.00106217971306321,0.00125701070906249,0.000523678374035264,0.000428107731649384,0.00202365267711246,0.00857011645619271,0.00461503228667669,0.0106643336540775,0.00506672641501457,0.00759500871721332,0.00597005785645164,0.00030423338093736,5.53177294278371e-05,9.90800259404942e-05,8.61057202619564e-05,0.00017279765956372,0.000298074648334659,0.000363356606240985,0.000355917828380959,0.000332986166698589,0.000656607957851638,0.00232230657239323,0.00443079201951303,0.00795261604803718,0.00798152979238964,0.0135187277843804,0.00675913468580712,0.000125845686664386,0.000456287570588548,9.23537164757906e-05,0.000117351551996357,"4-acetamidobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-aminobutanoic acid",0.0217710214460227,0.0109891010907045,0.0144548473345343,0.017468705934595,0.0097827122163043,0.0137584045059583,0.0127755026436581,0.00959325500935616,0.0111349760946541,0.012125419540302,0.0102293868945439,0.00894889614856705,0.0113288922697914,0.0102765084448149,0.0120793988747176,0.0123144394295139,0.0138116599487722,0.0105727535714099,0.0161057865542848,0.00864044148717864,0.0158004403461019,0.0169682308003401,0.00880663624187727,0.0112021166618835,0.0103219308218335,0.016612838391389,0.0090839682504535,0.00892875014497759,0.0147628233166048,0.0113356825592057,0.0200956415164717,0.010172303852665,0.0178953352708328,0.000155710055452502,0.000992770221026692,0.00302997767130508,0.000613672267985301,0.000145713631204493,0.000108675712534163,0.00144394673687149,0.0041341106666623,0.000967896044177898,0.000795479180201212,0.00142942635735591,0.00129171521922025,0.0115954499419489,0.0106847981864554,0.0106489667681183,0.0139941092303266,0.00815332639564161,0.00381682514757049,0.00239515154769046,0.00103475118166944,0.000432896515478179,0.000216116389507412,0.000506591448080617,0.00201087895192154,0.00122778487658991,0.000738873584558698,0.00114465280036952,0.000757144671831295,0.0114228836634564,0.0125502799307256,0.00930568273893031,0.016618670108302,"4-aminobutanoic acid","HMDB0000112","C00334","belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-12-2","DTXSID6035106","DTXCID4015106","315677424","   119","C00334","16865","DB02530","4-Aminobutanoic acid"
"4-guanidinobutanoic acid",6.58757463151067e-05,6.6427607153825e-05,6.15254329349028e-05,9.34356052665739e-05,7.69627721144976e-05,6.74718090651692e-05,3.96668192117659e-05,1.97590511600947e-05,3.62363253226499e-05,1.64755056459446e-05,7.13941967590948e-06,6.25419675878551e-05,2.90277200065009e-05,7.08574796177866e-05,2.81466678223234e-05,2.35341451321389e-05,3.41446352271139e-05,5.38410437527414e-05,5.65078034608152e-05,4.8001958803038e-05,6.75968885867381e-05,5.09861499220355e-05,2.37886700102313e-05,1.62109066860114e-05,1.54437765894727e-05,4.29203979642154e-05,2.45545483131878e-05,6.86205819951276e-06,1.25384456746897e-05,2.10153402966254e-05,4.8250868889748e-05,2.58933009069927e-05,1.62428182717104e-05,4.18135872512817e-05,6.06419125940197e-05,6.16086922763558e-05,6.44588475983496e-05,7.19814052086984e-05,4.52388996625825e-05,6.22317563688761e-05,2.71706067697892e-05,1.58105855930809e-05,2.6537081228318e-05,3.62724376364649e-05,1.81864662999898e-05,1.93973066351177e-05,3.03205225969197e-05,2.73434602331792e-05,2.41655797824641e-05,1.84890961868607e-05,7.07404187840249e-06,1.29833178158337e-05,2.13744314819213e-05,3.14046877255002e-05,8.30614841119382e-06,1.37161107522145e-05,2.46459031783529e-05,0.000103485790057742,1.18654303162846e-05,4.91722310305222e-05,4.01075781554745e-05,1.05462569527131e-05,2.77157751313892e-05,6.8794954443076e-06,1.19587918711359e-05,"4-guanidinobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-hydroxy-2-quinolinecarboxylic acid",0.00032692197960375,0.000765588343914609,0.000358896941533047,0.000817995942156001,0.000431728291072851,0.000771890355757122,0.000227942370959723,0.000254559069464233,0.000182221606063651,0.000282808495313345,0.000188811302955919,0.00020082080918468,0.000402491117969558,0.000283004180726563,0.000311193454149974,0.000259594089370985,0.000258860152762914,0.000383822290655354,0.00064669744654642,0.000285832129053247,0.00050657605884807,0.000431361596834639,0.000422599417685951,0.00024361973808827,0.000390316619978058,0.000267455778561209,0.00023695226704848,0.000170556034763842,0.000378833983399034,0.000282866098233535,0.000458972447553274,0.000104204857528244,0.000278913711340663,0.000199779843974652,0.000387500820586788,0.000387100650293146,0.000446497182195017,0.000217185451288057,0.000529111202088513,0.00313029868270161,0.00350811823962037,0.00260117638391295,0.00438069729413084,0.00249531444139186,0.00346737768662818,0.000656929421867944,0.000442016906153456,0.000404656631020079,0.000670881264953834,0.0005620133398475,0.000382353288761191,0.000255424926581914,0.000245710113380801,0.000344505337446294,0.00027833396501083,0.000444545786873186,0.00377591442427624,0.00404279818061872,0.00351464747852063,0.00306737978053068,0.00288201552276928,0.00063225979085059,0.000666483323843886,0.00032213657529464,0.000486379014955104,"4-hydroxy-2-quinolinecarboxylic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-hydroxyproline",0.00298822182326469,0.00201724275224036,0.00194961851701147,0.00331760089487724,0.00100343225440182,0.00324874753884725,0.0014693216920683,0.00101022437450484,0.00151292133330732,0.00140292368996691,0.00137596918449915,0.00123515547256691,0.00259502808275568,0.00200453443139037,0.00252835724307088,0.00224021516099853,0.00331007587104203,0.0019713276063428,0.00208214083356827,0.00112341602283958,0.00207187196444872,0.00239465678817098,0.00138534001774518,0.00147869212084454,0.00123095017081691,0.0021176213912348,0.000956897916297165,0.000920083495901769,0.0015821624117758,0.0021098435872146,0.00320179771103475,0.0022570942199458,0.00417803072776993,0.000298460194568162,0.000710754207904315,0.00165344659100236,0.000616972203900664,0.000389193555457481,0.000270375708562601,0.00210239477907572,0.00335940594557712,0.00224849156684793,0.00205731700481675,0.00246937697219162,0.00217009801356779,0.00254665976014312,0.00183884242618754,0.0021637019906987,0.00317364952628022,0.00205079548777241,0.00187928976767331,0.00108839362389965,0.000725525909816278,0.000493963786487638,0.00058499632544,0.00071611704464474,0.00354534906486231,0.00379665485931634,0.00289239384240417,0.00273544521245559,0.00217992457843819,0.00225076680267674,0.00260217778095411,0.00188960139408418,0.00334248671300584,"4-hydroxyproline","HMDB0000725","C01157","belongs to the class of organic compounds known as proline and derivatives. Proline and derivatives are compounds containing proline or a derivative thereof resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","51-35-4",NA,NA,"  8143893",NA,"C01157","18095","DB08847","4-Hydroxyproline"
"4-imidazoleacetic acid",2.64538656743974e-05,9.22249464975196e-06,2.63468156985136e-05,9.22307173516551e-06,7.35034331314298e-06,1.11401506672727e-05,6.29452604714648e-06,4.15848364571552e-06,1.72429172326982e-06,5.5943325406632e-06,2.33779444879435e-06,4.59675491010879e-06,9.80053647963033e-06,6.26663000723429e-06,1.59235830535767e-05,7.6474863459172e-06,7.81853288601339e-06,6.72901944096623e-05,2.06476853030114e-05,2.37203239440831e-05,1.80237270839561e-05,4.53255103147994e-05,1.2331172533877e-05,2.41694110088172e-06,5.20755731866728e-06,3.91023042411699e-05,2.21707363240219e-06,1.25989069249056e-06,2.14411804596099e-06,1.46811459898224e-05,2.07263083143554e-05,7.54562467402915e-06,3.34792243219573e-05,2.52298549875742e-05,0.000242309917958454,0.000254208315076888,9.70764485251935e-05,4.91986380951822e-05,8.87989142013298e-05,0.000530937575841377,0.000531518314294558,0.000306446378233551,0.000510294673148549,0.000276261641870106,0.00053190969790522,0,0,9.19040370562369e-06,1.85408348802971e-05,9.61928782279392e-06,0.000324456267762839,0.000350970346630575,0.000196241095432105,9.91597041807129e-05,7.5946379823148e-05,0.000180050598459284,0.000541024215922153,0.000619762461704778,0.000343806862231674,0.000347755172755931,0.000300138444373599,4.58642923354208e-06,6.43708937060836e-05,2.81602423769131e-06,0,"4-imidazoleacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-pyridoxic acid",2.62659224491026e-05,1.58950618426865e-05,8.89907783081535e-05,1.20371363026387e-05,1.60819360524243e-05,2.21365457332511e-05,7.14610277558887e-06,1.19355179653026e-05,8.47171292014457e-06,4.10591938537778e-06,3.05341311784187e-06,1.24263971371383e-05,2.88615214377107e-05,1.51828126559255e-05,3.869044940097e-05,2.64688654430857e-05,1.54330914584633e-05,7.32955123132054e-05,2.1929382406065e-05,5.53004907053413e-05,1.46589880622013e-05,4.39057663761443e-05,2.65053728775396e-05,1.88970079233463e-06,1.08440347083214e-05,3.77913789117349e-05,7.1786939968588e-06,5.63894699795236e-06,2.59101329238594e-06,3.48953571209092e-05,1.92513006953095e-05,2.3199588996117e-05,2.99197780593422e-05,6.89515143675467e-05,0.000237306557271811,0.000647501149050728,9.64820702945335e-05,0.000112797461532533,9.56151554336808e-05,0.000529200515116296,0.000558378807627129,0.000761811586745797,0.0005371536038374,0.000911767038085709,0.000480246755655488,5.70724627528769e-06,6.37624240688907e-06,2.95199157730792e-05,1.63328027694369e-05,3.15814048767125e-05,0.000326331162292464,0.000368185883055055,0.000506980781325011,0.000277096113889259,0.000185357487037204,0.000182739866188478,0.000568928234996111,0.000644227508963605,0.000938549396534213,0.000919962429499994,0.000740661754550476,9.91548231092841e-06,0.00016462491366486,8.7265001845976e-06,0,"4-pyridoxic acid","HMDB0000017","C00847","belongs to the class of organic compounds known as pyridinecarboxylic acids. Pyridinecarboxylic acids are compounds containing a pyridine ring bearing a carboxylic acid group.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","82-82-6",NA,NA,"  8144151",NA,"C00847","17405",NA,"4-Pyridoxic acid"
"5-hydroxyindoleacetic acid",0.000140415335909667,4.65976378877454e-05,7.91409660376646e-05,2.44309309754685e-05,2.08967368940379e-05,0.000140595262868622,1.05887600459963e-05,1.40468842156913e-05,1.7331575805568e-05,1.0452750252437e-05,1.36250438187523e-05,1.29179535363844e-05,8.57901039435175e-06,5.45427309181482e-06,1.67061264163985e-05,1.67095901040784e-06,9.0148632198885e-06,5.60559125269215e-05,8.11331212883409e-05,8.81522209093716e-05,6.31316353623025e-05,7.62115250567047e-05,1.58976521197802e-05,1.21620812658972e-05,1.32006400940286e-05,4.88240194067857e-05,1.3007870885663e-05,8.98647582970974e-06,1.42515342670649e-05,9.15127319967966e-06,2.62795910355604e-05,4.43481568533492e-06,1.16957562412936e-05,1.05702402510523e-05,4.89107565100432e-05,7.48876778757422e-05,1.31289570149878e-05,2.27402166539704e-05,2.45003960345483e-05,7.61587226562611e-05,0.000773753916435524,6.64317207885078e-06,0.000193419493531443,6.16063355239637e-05,0.000229335030893448,7.13371071627234e-05,4.17597253539809e-05,0.000112227309648407,7.8536363705129e-05,0.000100278904483963,0.000117432737289435,7.06854016393914e-05,4.99349452803282e-05,7.06060515151122e-05,8.02665042319877e-05,3.41968582909234e-05,0.000164969280771341,0.000162478897664981,4.83204802687639e-06,7.40195428560416e-05,0.000162361875193901,6.6440552166408e-05,8.51336514997378e-05,3.65570561819973e-05,3.62003996474562e-05,"5-hydroxyindoleacetic acid","HMDB0000763","C05635","belongs to the class of organic compounds known as indole-3-acetic acid derivatives. Indole-3-acetic acid derivatives are compounds containing an acetic acid (or a derivative) linked to the C3 carbon atom of an indole.","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","54-16-0",NA,NA," 81058741",NA,"C05635","27823",NA,"5-Hydroxyindoleacetic acid"
"5-methylcytosine",9.02841128811606e-06,9.03754933835893e-06,1.87615199383042e-05,1.18800022913993e-06,6.68679976953255e-06,1.95459563964011e-05,0,6.87171033868417e-07,1.27066113247864e-06,0,1.49031440603413e-06,2.66362474476492e-06,4.42446232068858e-06,5.66113474617797e-06,5.55083114344896e-06,7.68231334811561e-06,4.93551375112471e-06,4.47902517193602e-06,4.77073080734704e-06,1.05554118052464e-05,5.57113070361494e-06,3.26465131546254e-06,1.54831671768253e-06,0,8.94509207444564e-07,0,1.93663469001491e-06,1.15657934170797e-06,0,6.70015977315883e-06,6.52508702549495e-06,4.92372473016583e-06,2.5907438367618e-06,2.84912248643609e-05,2.24383578429933e-05,5.04649434327558e-05,2.79681268131698e-05,2.42367779681934e-05,3.44964870340287e-05,3.35373509776644e-05,2.68576785213477e-05,6.0180913072262e-05,2.90427014538173e-05,0.00013665858085943,2.46880411280645e-05,2.01916457815133e-05,7.61549735454403e-05,1.79901864592616e-05,2.12448459612424e-05,4.53071394067162e-05,3.24064378614769e-05,1.64024416583597e-05,3.82451866592182e-05,3.3316827530661e-05,2.64506657441749e-05,2.167236974351e-05,3.02930839373565e-05,5.75887461528885e-05,4.32349767610448e-05,0.000139101042315528,3.77958412087553e-05,2.41366311127377e-05,2.804826139865e-05,1.61118013125205e-05,1.3438781007444e-05,"5-methylcytosine","HMDB0002894","C02376","belongs to the class of organic compounds known as hydroxypyrimidines. These are organic compounds containing a hydroxyl group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","554-01-8","DTXSID50203948","DTXCID80126439","315764278"," 65040","C02376","27551",NA,"5-Methylcytosine"
"5-oxo-proline and/or isomers",4.56454774402504e-05,5.84005358060154e-05,6.04665397348146e-05,3.29336817803677e-05,3.35678670705745e-05,6.20138571794282e-05,0,4.17250384613591e-06,0,0,3.55714372336287e-06,3.86240139466977e-06,4.6274773528688e-05,4.63445991335125e-05,2.40111510833502e-05,4.61055725383601e-05,2.41599372461847e-05,0.000120932617585593,2.83215163181692e-05,2.94221958577391e-05,5.40670571636947e-05,4.11174262407124e-05,4.42122629075969e-06,3.29555036964854e-06,3.05409106217912e-06,1.43541706263703e-05,2.43474298111383e-06,2.79400090124349e-06,0,4.45734283577916e-05,1.72559467203804e-05,7.89045091243354e-05,1.84849762635468e-05,2.12306444497985e-05,1.41930994571382e-05,7.39882780968647e-05,6.80033986145496e-06,6.49198173954545e-06,2.03092667372491e-05,6.47180641956579e-05,9.30931830557034e-05,0.000215566989745408,3.41761093384313e-05,0.000139583199732026,5.58245029091788e-05,0.000108427476470874,0.000582500505573599,3.63111771084002e-05,6.3806506462371e-05,0.000194866536164424,3.32172840729735e-05,8.66548290518724e-06,3.70143755572697e-05,3.08862708192878e-05,2.52038794601317e-05,2.12751802986886e-05,7.27625699130129e-05,0.000195735577314082,0.00015384362397675,0.000264293003145045,0.000115567499543161,0.000256505450116396,8.67658952542688e-05,0.000570142590012742,0.000120314493819835,"5-oxo-proline and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5-methylthioadenosine",0.00072087816812542,0.00123083769620285,0.000662989512966079,0.000774766515021209,0.00207436749854923,0.000701874637055689,0.00409411857900436,0.0129312176264793,0.0107822375774175,0.00438670514360547,0.00331802633464944,0.0154922839913062,0.010408636636203,0.0116078862444213,0.00928822524753599,0.0112057317561471,0.0103760514115997,0.000497598457366265,0.000754089686603649,0.0017827666181305,0.00111195415603315,0.000365785360801684,0.00962020684434666,0.0048027062156592,0.0124617180550215,0.00269645652594446,0.0154839326768267,0.00911923544813923,0.0053954861558578,0.01205082612812,0.00420636616045082,0.0155285213345675,0.00481922270417812,0.000154735704924235,0.000357577422438566,0.000510553519763651,0.000271612537634939,0.000648559851473123,6.88985179151287e-05,0.00145540994906224,0.00173556815544197,0.00365529977747157,0.00149722018372169,0.00338511782748325,0.0017057508296608,0.00108288704738116,0.00288370033372245,0.000782728590644202,0.00089036774195865,0.00138708808928986,0.000167800524256138,0.000285832530015345,0.000768514162701134,0.000804710624601775,0.000186078415368081,0.000141427512310815,0.00205678087077257,0.0021779556718901,0.003963499604505,0.00388523988839347,0.00431624283397353,0.00240075084141855,0.00209105586358312,0.0012279688899573,0.00113659533160187,"5-methylthioadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adenine",3.67592918959029e-05,0.000907135817080089,0.000527847641059482,0,0.000177159105314317,0.00119472860613265,0,7.17317760609783e-05,0.000290396962874174,0,0,8.74852842434715e-05,1.60800941519213e-05,0,9.27958214527326e-05,0.000139352384103693,6.04516970302074e-05,0,0,0.000492764483252005,1.25493192616763e-05,0,0.000266236581936351,0,0.000279659375325477,0,0.000102483457916336,0.000147315111954482,0,9.58506146316945e-05,0,0.000450656191372701,0,2.52806105396136e-05,0,0.000235911023594866,0,2.65417211810451e-05,0,0,0,6.3677265426321e-06,0,4.09701382738943e-05,0,0.00014847938018294,0.00017650801016047,4.51037533582297e-05,4.93208512064271e-05,0.000111556064610823,0,0,0.000119494420373838,5.66570830064378e-05,1.18467685541158e-05,0,0,0,1.84448326917503e-05,4.40179729180351e-05,1.74637899385076e-06,0.000108772950988004,8.60399654950778e-05,0.00013456179735843,7.49824136061609e-05,"adenine","HMDB0000034","C00147","belongs to the class of organic compounds known as 6-aminopurines. These are purines that carry an amino group at position 6. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","73-24-5","DTXSID6022557","DTXCID502557","315673252","   190","C00147","16708","DB00173","Adenine"
"adenosine",3.67592918959029e-05,0.000907135817080089,0.000527847641059482,0,0.000177159105314317,0.00119472860613265,0,7.17317760609783e-05,0.000290396962874174,0,0,8.74852842434715e-05,1.60800941519213e-05,0,9.27958214527326e-05,0.000139352384103693,6.04516970302074e-05,0,0,0.000492764483252005,1.25493192616763e-05,0,0.000266236581936351,0,0.000279659375325477,0,0.000102483457916336,0.000147315111954482,0,9.58506146316945e-05,0,0.000450656191372701,0,2.52806105396136e-05,0,0.000235911023594866,0,2.65417211810451e-05,0,0,0,6.3677265426321e-06,0,4.09701382738943e-05,0,0.00014847938018294,0.00017650801016047,4.51037533582297e-05,4.93208512064271e-05,0.000111556064610823,0,0,0.000119494420373838,5.66570830064378e-05,1.18467685541158e-05,0,0,0,1.84448326917503e-05,4.40179729180351e-05,1.74637899385076e-06,0.000108772950988004,8.60399654950778e-05,0.00013456179735843,7.49824136061609e-05,"adenosine","HMDB0000050",NA,NA,NA,NA,NA,NA,"58-61-7","DTXSID1022558","DTXCID902558","315673253"," 60961","C00212","16335","DB00640","Adenosine"
"adenosine 5-monophosphoric acid",3.14395847791444e-06,1.0750469892809e-05,2.6498307333282e-05,1.42199452362242e-05,4.98603775092087e-06,1.36953101937853e-05,2.62950269286818e-05,1.67959579917335e-05,5.45840169958636e-05,1.66774439011493e-05,1.54018502017309e-05,4.12281504570656e-05,8.5928705845087e-06,1.72854687092191e-05,6.86308725303896e-06,8.96189480151424e-06,6.13256057667211e-06,8.11714473271524e-06,2.16209064122027e-06,6.42778360094264e-06,3.23598626503635e-06,0,9.28422678800354e-06,1.48590486745761e-05,1.77126477725267e-05,4.53939000103593e-06,1.08246732857409e-05,1.28179299462857e-05,1.79949063879568e-05,7.89298990099285e-06,1.53765410338952e-05,7.70679974837142e-06,9.00055643988726e-06,1.62418607991796e-05,3.37885687665566e-05,2.78610992310562e-05,3.06069291124194e-05,2.54168162758256e-05,1.52179440486137e-05,2.66059320252982e-05,2.4694041915017e-05,2.22202369075895e-05,2.11158494242037e-05,3.98364880162261e-05,2.70687456158309e-05,0.000101905858078837,0.000187519383350578,6.88721763826904e-05,8.27214832025521e-05,6.97319887739258e-05,3.12358055459689e-05,6.28176207227807e-06,1.4456390392654e-05,2.26129293459624e-05,1.05026622062942e-05,1.41412455216772e-05,1.20467529879556e-05,2.0908822544745e-05,1.90414720898236e-05,2.84064461554531e-05,1.45880602642009e-05,4.02599762939577e-05,3.23592539372565e-05,9.13188684931721e-05,0.000101312543583151,"adenosine-monophosphoric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
